-5.91492	4.60215	-1.28044	-0.338688	-6.14915	4.70274	-5.8572	4.4517	-0.549	-0.8358
-6.07098	4.19109	-0.266789	-1.11809	-6.0038	4.1381	-6.0525	4.1029	-0.44	-0.898
-6.29462	3.67756	-0.507566	-1.34043	-6.36706	3.68872	-6.2026	3.7324	-0.3239	-0.9461
-6.1114	3.41161	0.485508	-0.765157	-6.0619	3.4201	-6.305	3.346	-0.2028	-0.9792
-6.36787	2.87508	-0.711545	-1.39237	-6.50438	2.83159	-6.3582	2.9498	-0.0785	-0.9969
-6.38967	2.40799	-0.00432881	-1.21598	-6.3496	2.4055	-6.3614	2.5501	0.0471	-0.9989
-6.27233	2.3394	0.864483	-0.256327	-6.51044	2.5049	-6.3144	2.1531	0.1719	-0.9851
-6.03845	1.74682	0.599159	-1.4236	-6.046	1.7073	-6.218	1.7652	0.294	-0.9558
-5.96238	1.49593	0.398442	-0.616109	-6.14842	1.59285	-6.0738	1.3924	0.4115	-0.9114
-5.8314	0.942923	0.329594	-1.38194	-5.8321	0.9155	-5.884	1.0406	0.5225	-0.8527
-5.59333	0.777984	0.550328	-0.338167	-5.51004	0.813005	-5.6515	0.7153	0.6252	-0.7804
-5.35538	0.427933	0.598406	-0.881731	-5.3517	0.4083	-5.3802	0.4218	0.7181	-0.6959
-5.1091	0.364434	0.598465	-0.106829	-5.0884	0.393569	-5.0742	0.1646	0.7997	-0.6004
-4.74175	0.00703747	0.956199	-0.93469	-4.7181	-0.024	-4.7384	-0.0523	0.8686	-0.4955
-4.31271	-0.190924	1.10889	-0.461954	-4.30044	-0.179831	-4.378	-0.2253	0.9239	-0.3827
-3.96777	-0.264356	0.832654	-0.154476	-3.9852	-0.2529	-3.9988	-0.3518	0.9646	-0.2639
-3.7415	-0.502396	1.08387	-0.576618	-4.05674	-0.56214	-3.6068	-0.4298	0.99	-0.1409
-3.28862	-0.797378	1.13917	-0.767468	-3.2854	-0.8052	-3.208	-0.458	0.9999	-0.0157
-3.07974	-0.609901	0.431709	0.528964	-3.02828	-0.562615	-2.8089	-0.4361	0.994	0.1097
-2.45224	-0.587019	1.7406	-0.0794461	-2.3747	-0.6042	-2.4157	-0.3642	0.9724	0.2334
-2.125	-0.395233	0.706288	0.494163	-2.18806	-0.346359	-2.0345	-0.2437	0.9355	0.3534
-1.4703	-0.088475	1.7635	0.800803	-1.4001	-0.0665	-1.6715	-0.0764	0.8838	0.4679
-1.24556	0.194452	0.437781	0.707186	-1.40041	0.104513	-1.3323	0.1352	0.8182	0.575
-0.898908	0.449288	0.927441	0.639202	-0.8667	0.4431	-1.0223	0.3876	0.7397	0.673
-0.682178	0.623072	0.466465	0.491128	-0.649263	0.58255	-0.7464	0.6768	0.6495	0.7604
-0.412854	0.833064	0.740769	0.560966	-0.3988	0.8346	-0.5089	0.9983	0.5491	0.8358
-0.256952	1.00866	0.344134	0.677594	-0.217483	0.862503	-0.3136	1.3471	0.44	0.898
-0.262383	1.63998	-0.122461	1.6919	-0.2861	1.7086	-0.1635	1.7176	0.324	0.9461
-0.0531597	2.13913	0.597402	0.931304	-0.0697209	2.19149	-0.0611	2.104	0.2028	0.9792
-0.0240922	2.55325	-0.0854701	1.0375	-0.0551	2.5623	-0.0079	2.5002	0.0785	0.9969
0.0466963	2.89558	0.186599	1.18661	0.0446253	2.68863	0	2.9	0.0157	0.9999
0.252634	3.26327	0.596951	0.883839	0.2705	3.2428	0.0345	3.2982	0.1409	0.99
0.0394258	3.84847	-0.609147	1.45481	-0.0136894	3.90708	0.1186	3.689	0.2639	0.9645
0.280228	4.16725	0.828833	0.706084	0.338	4.1229	0.2511	4.0662	0.3827	0.9239
0.511693	4.53444	0.564754	0.946681	0.502521	4.55426	0.4297	4.4238	0.4955	0.8686
0.614332	4.67134	0.210259	0.259605	0.5973	4.6243	0.6518	4.7561	0.6004	0.7997
0.468132	4.86132	-0.315775	1.09496	0.414278	4.56534	0.9138	5.0581	0.6959	0.7181
1.00934	5.34388	1.49654	1.23613	1.0807	5.3609	1.2116	5.3248	0.7804	0.6252
1.50422	5.77151	1.0068	0.293076	1.59675	6.13057	1.5404	5.552	0.8527	0.5225
1.9382	5.72771	1.06278	-0.152828	1.9364	5.6996	1.8952	5.7363	0.9114	0.4115
2.25715	5.85384	0.797421	0.395495	2.23695	5.88585	2.2702	5.8747	0.9558	0.294
2.7367	6.01527	1.20763	0.427649	2.7536	6.0222	2.6596	5.9649	0.9851	0.1719
2.87707	6.02849	0.434431	0.283123	2.72471	5.79069	3.0573	6.0057	0.9989	0.0471
3.45752	6.08661	1.42837	0.218969	3.4971	6.0972	3.4569	5.9962	0.9969	-0.0785
4.1209	5.97242	1.50908	-0.577409	4.21645	6.038	3.8522	5.9368	0.9792	-0.2028
4.10272	5.7874	-0.0265396	-0.612613	4.0358	5.7601	4.2369	5.8283	0.9461	-0.3239
4.7015	5.55092	1.4192	-0.850624	4.98652	5.68892	4.605	5.6724	0.898	-0.44
5.15815	5.25709	1.14882	-0.753113	5.1475	5.258	4.9507	5.4717	0.8358	-0.549
5.50473	4.98992	0.806203	-0.695723	5.49266	5.00623	5.2685	5.2291	0.7604	-0.6495
5.5011	5.07584	0.0505697	0.122161	5.4754	5.1002	5.5533	4.9487	0.673	-0.7396
5.84463	4.79893	0.803723	-0.862458	5.96658	4.76406	5.8008	4.6348	0.575	-0.8182
6.03915	4.24239	0.416942	-1.43498	6.0095	4.2081	6.007	4.2923	0.4679	-0.8838
6.03768	3.78932	0.208018	-0.967404	5.86412	3.72818	6.1686	3.9267	0.3535	-0.9355
6.50897	3.28242	1.24795	-1.18388	6.5672	3.289	6.2832	3.5437	0.2334	-0.9724
6.57784	3.11824	-0.0913072	-0.42432	6.52572	3.17727	6.3488	3.1494	0.1097	-0.994
6.08466	2.84858	-1.38666	-0.715664	6	2.8235	6.3645	2.75	-0.0157	-0.9999
6.09384	2.52855	-0.00214772	-0.867541	6.35726	2.56575	6.33	2.3517	-0.1409	-0.99
6.32734	1.89699	0.608316	-1.55648	6.3564	1.8765	6.2459	1.961	-0.2639	-0.9646
6.21266	1.95436	-0.221924	0.291153	5.9921	1.9957	6.1134	1.5838	-0.3827	-0.9239
5.8763	1.14997	-0.970956	-1.89964	5.8164	1.0711	5.9347	1.2262	-0.4955	-0.8686
5.82102	0.898261	-0.17537	-0.54153	5.97574	1.01901	5.7127	0.8938	-0.6004	-0.7997
5.60925	0.547623	-0.574845	-0.875068	5.5824	0.5351	5.4507	0.5919	-0.6959	-0.7181
5.07073	0.369071	-1.29075	-0.412253	4.89398	0.366754	5.1529	0.3252	-0.7804	-0.6252
4.79088	0.17615	-0.618878	-0.493594	4.8358	0.1735	4.8241	0.0979	-0.8526	-0.5225
4.60999	-0.12971	-0.374986	-0.784022	4.60077	-0.139907	4.4693	-0.0863	-0.9114	-0.4115
4.13147	-0.156836	-1.31097	0.0169571	4.0684	-0.1251	4.0943	-0.2247	-0.9558	-0.294
3.53573	-0.411743	-1.12925	-0.6971	3.31143	-0.394924	3.7049	-0.3149	-0.9851	-0.1719
3.16954	-0.319363	-0.884814	0.407428	3.1847	-0.2737	3.3072	-0.3557	-0.9989	-0.0471
3.00598	-0.215822	-0.900598	0.27859	3.34946	-0.244946	2.9076	-0.3463	-0.9969	0.0785
2.56248	-0.0159057	-1.13502	0.555324	2.5465	-0.0036	2.5123	-0.2868	-0.9792	0.2028
2.01357	-0.20024	-1.43256	-0.526471	1.94483	-0.180608	2.1275	-0.1783	-0.9461	0.3239
1.56439	-0.0875448	-1.09182	0.543367	1.5897	-0.0384	1.7594	-0.0225	-0.898	0.4399
1.51201	0.102121	-0.756772	0.391408	2.01605	0.105334	1.4138	0.1783	-0.8358	0.549
1.12517	0.366613	-1.00344	0.772901	1.1097	0.3838	1.096	0.4208	-0.7604	0.6494
0.615918	0.535015	-1.14444	0.542401	0.480701	0.422373	0.8111	0.7013	-0.673	0.7396
0.310521	1.05023	-0.769146	1.45324	0.3411	1.1054	0.5637	1.0152	-0.575	0.8181
0.00286249	1.63152	-0.769146	1.45324	0.287775	1.21159	0.3575	1.3576	-0.4679	0.8838
0.111837	1.76792	-0.106777	0.745954	0.1212	1.7579	0.1959	1.7233	-0.3535	0.9354
0.027773	2.09017	-0.212364	1.01461	0.0255332	1.99524	0.0813	2.1062	-0.2334	0.9724
0.0247377	2.42204	0.0609031	0.803471	0.0368	2.4081	0.0157	2.5006	-0.1097	0.994
0.0837752	2.83444	0.158309	1.36484	0.0820207	2.70646	0	2.9	0.0157	0.9999
